,SITE,DISTRICT,SCHOOL_NUMBER,SCHOOL_NAME,COMPLETERS,GRADE,PCT_FEMALE_(W),PCT_MALE_(W),PCT_FEMALE_(B),PCT_MALE_(B),PCT_FEMALE_(H),PCT_MALE_(H),PCT_FEMALE_(A),PCT_MALE_(A),PCT_FEMALE_(PI),PCT_MALE_(PI),PCT_FEMALE_(NA),PCT_MALE_(NA),PCT_FEMALE_(2+),PCT_MALE_(2+),PCT_FEMALE_(TOT),PCT_MALE_(TOT)
221,DADE_7101,DADE,7101,CORAL REEF SENIOR HIGH SCHOOL,714,12.0,0.10364145658263306,0.10084033613445378,0.06722689075630252,0.06162464985994398,0.33753501400560226,0.26750700280112044,0.01680672268907563,0.0196078431372549,0.0,0.0,0.0,0.0014005602240896359,0.015406162464985995,0.008403361344537815,0.5406162464985994,0.45938375350140054
222,DADE_7111,DADE,7111,HIALEAH SENIOR HIGH SCHOOL,570,12.0,0.008771929824561403,0.008771929824561403,0.02456140350877193,0.03333333333333333,0.4631578947368421,0.4614035087719298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4964912280701754,0.5035087719298246
223,DADE_7121,DADE,7121,JOHN A. FERGUSON SENIOR HIGH,859,12.0,0.04074505238649592,0.02677532013969732,0.013969732246798603,0.009313154831199068,0.47497089639115253,0.4039580908032596,0.01629802095459837,0.012805587892898719,0.0,0.0,0.0011641443538998836,0.0,0.0,0.0,0.5471478463329453,0.4528521536670547
224,DADE_7131,DADE,7131,HIALEAH-MIAMI LAKES SENIOR HIGH,297,12.0,0.02356902356902357,0.026936026936026935,0.10774410774410774,0.10437710437710437,0.3164983164983165,0.4006734006734007,0.010101010101010102,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.45791245791245794,0.5420875420875421
225,DADE_7141,DADE,7141,DR MICHAEL M. KROP SENIOR HIGH,523,12.0,0.09369024856596558,0.10516252390057361,0.25239005736137665,0.1988527724665392,0.17208413001912046,0.15296367112810708,0.011472275334608031,0.011472275334608031,0.0,0.0,0.0,0.0019120458891013384,0.0,0.0,0.5296367112810707,0.47036328871892924
227,DADE_7151,DADE,7151,HOMESTEAD SENIOR HIGH SCHOOL,283,12.0,0.0353356890459364,0.028268551236749116,0.2332155477031802,0.2226148409893993,0.2332155477031802,0.24028268551236748,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0,0.508833922261484,0.4911660777385159
228,DADE_7160,DADE,7160,MATER ACADEMY CHARTER HIGH,406,12.0,0.007389162561576354,0.012315270935960592,0.007389162561576354,0.014778325123152709,0.5197044334975369,0.43842364532019706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5344827586206896,0.46551724137931033
229,DADE_7161,DADE,7161,MAST ACADEMY,119,12.0,0.1092436974789916,0.13445378151260504,0.058823529411764705,0.04201680672268908,0.31932773109243695,0.31932773109243695,0.0,0.01680672268907563,0.0,0.0,0.0,0.0,0.0,0.0,0.48739495798319327,0.5126050420168067
230,DADE_7171,DADE,7171,MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOMESTEAD,118,12.0,0.059322033898305086,0.059322033898305086,0.1271186440677966,0.05084745762711865,0.4491525423728814,0.211864406779661,0.025423728813559324,0.00847457627118644,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.6694915254237288,0.3305084745762712
232,DADE_7191,DADE,7191,HIALEAH GARDENS SENIOR HIGH SCHOOL,583,12.0,0.012006861063464836,0.012006861063464836,0.010291595197255575,0.003430531732418525,0.451114922813036,0.5008576329331046,0.0017152658662092624,0.008576329331046312,0.0,0.0,0.0,0.0,0.0,0.0,0.4751286449399657,0.5248713550600344
233,DADE_7201,DADE,7201,MIAMI BEACH SENIOR HIGH SCHOOL,448,12.0,0.13839285714285715,0.125,0.04241071428571429,0.0625,0.31919642857142855,0.2924107142857143,0.004464285714285714,0.006696428571428571,0.002232142857142857,0.0,0.0,0.0,0.006696428571428571,0.0,0.5133928571428571,0.48660714285714285
234,DADE_7231,DADE,7231,MIAMI CAROL CITY SENIOR HIGH,307,12.0,0.0,0.0,0.5439739413680782,0.3485342019543974,0.07166123778501629,0.03257328990228013,0.0,0.003257328990228013,0.0,0.0,0.0,0.0,0.0,0.0,0.6156351791530945,0.38436482084690554
235,DADE_7241,DADE,7241,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,483,12.0,0.043478260869565216,0.033126293995859216,0.006211180124223602,0.006211180124223602,0.474120082815735,0.4140786749482402,0.014492753623188406,0.008281573498964804,0.0,0.0,0.0,0.0,0.0,0.0,0.5383022774327122,0.4616977225672878
236,DADE_7251,DADE,7251,MIAMI CENTRAL SENIOR HIGH SCHOOL,316,12.0,0.0031645569620253164,0.0,0.36075949367088606,0.4525316455696203,0.0949367088607595,0.08544303797468354,0.0,0.0,0.0031645569620253164,0.0,0.0,0.0,0.0,0.0,0.4620253164556962,0.5379746835443038
237,DADE_7262,DADE,7262,CITY OF HIALEAH EDUCATION ACADEMY,81,12.0,0.012345679012345678,0.06172839506172839,0.0,0.012345679012345678,0.41975308641975306,0.49382716049382713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43209876543209874,0.5679012345679012
238,DADE_7265,DADE,7265,ARCHIMEDEAN UPPER CONSERVATORY,49,12.0,0.061224489795918366,0.08163265306122448,0.02040816326530612,0.02040816326530612,0.46938775510204084,0.2653061224489796,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.5918367346938775,0.40816326530612246
239,DADE_7271,DADE,7271,MIAMI CORAL PARK SENIOR HIGH,544,12.0,0.011029411764705883,0.014705882352941176,0.001838235294117647,0.0055147058823529415,0.4577205882352941,0.5036764705882353,0.003676470588235294,0.001838235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.4742647058823529,0.5257352941176471
240,DADE_7291,DADE,7291,JOSE MARTI MAST 6-12 ACADEMY,41,12.0,0.0,0.04878048780487805,0.0,0.04878048780487805,0.2682926829268293,0.6341463414634146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682926829268293,0.7317073170731707
241,DADE_7301,DADE,7301,MIAMI EDISON SENIOR HIGH SCHOOL,137,12.0,0.0,0.0072992700729927005,0.45985401459854014,0.40145985401459855,0.06569343065693431,0.06569343065693431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5255474452554745,0.4744525547445255
242,DADE_7341,DADE,7341,MIAMI JACKSON SENIOR HIGH SCHOOL,273,12.0,0.003663003663003663,0.003663003663003663,0.17216117216117216,0.21245421245421245,0.30036630036630035,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.5238095238095238
243,DADE_7351,DADE,7351,ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS,66,12.0,0.07575757575757576,0.045454545454545456,0.12121212121212122,0.18181818181818182,0.3181818181818182,0.24242424242424243,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.48484848484848486
244,DADE_7361,DADE,7361,MIAMI KILLIAN SENIOR HIGH SCHOOL,511,12.0,0.07827788649706457,0.07240704500978473,0.09197651663405088,0.10763209393346379,0.3268101761252446,0.29158512720156554,0.009784735812133072,0.015655577299412915,0.0,0.0,0.0019569471624266144,0.0019569471624266144,0.0,0.0019569471624266144,0.5088062622309197,0.4911937377690802
245,DADE_7371,DADE,7371,ROBERT MORGAN EDUCATIONAL CENTER,515,12.0,0.07378640776699029,0.062135922330097085,0.13009708737864079,0.08737864077669903,0.3359223300970874,0.29902912621359223,0.007766990291262136,0.0,0.001941747572815534,0.0,0.001941747572815534,0.0,0.0,0.0,0.5514563106796116,0.44854368932038835
246,DADE_7381,DADE,7381,MIAMI NORLAND SENIOR HIGH SCHOOL,249,12.0,0.0,0.004016064257028112,0.4779116465863454,0.4819277108433735,0.024096385542168676,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5020080321285141,0.4979919678714859
247,DADE_7391,DADE,7391,MIAMI LAKES EDUCATIONAL CENTER,281,12.0,0.021352313167259787,0.017793594306049824,0.11387900355871886,0.07473309608540925,0.3309608540925267,0.40213523131672596,0.017793594306049824,0.017793594306049824,0.0,0.0,0.0,0.0,0.0035587188612099642,0.0,0.4875444839857651,0.5124555160142349
248,DADE_7411,DADE,7411,MIAMI NORTHWESTERN SENIOR HIGH,285,12.0,0.0035087719298245615,0.0,0.5789473684210527,0.34035087719298246,0.042105263157894736,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.0035087719298245615,0.0,0.6280701754385964,0.3719298245614035
249,DADE_7431,DADE,7431,MIAMI PALMETTO SENIOR HIGH SCHOOL,602,12.0,0.21096345514950166,0.19435215946843853,0.053156146179401995,0.05647840531561462,0.22093023255813954,0.19767441860465115,0.026578073089700997,0.03156146179401993,0.0,0.0,0.0016611295681063123,0.0016611295681063123,0.0033222591362126247,0.0016611295681063123,0.5166112956810631,0.4833887043189369
250,DADE_7461,DADE,7461,MIAMI SENIOR HIGH SCHOOL,517,12.0,0.013539651837524178,0.019342359767891684,0.013539651837524178,0.01160541586073501,0.46034816247582205,0.4796905222437137,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48936170212765956,0.5106382978723404
251,DADE_7511,DADE,7511,MIAMI SPRINGS SENIOR HIGH SCHOOL,319,12.0,0.034482758620689655,0.03761755485893417,0.08150470219435736,0.034482758620689655,0.3949843260188088,0.4043887147335423,0.006269592476489028,0.006269592476489028,0.0,0.0,0.0,0.0,0.0,0.0,0.5172413793103449,0.4827586206896552
252,DADE_7531,DADE,7531,MIAMI SUNSET SENIOR HIGH SCHOOL,381,12.0,0.05511811023622047,0.06036745406824147,0.02099737532808399,0.02099737532808399,0.3910761154855643,0.4304461942257218,0.005249343832020997,0.010498687664041995,0.0,0.0,0.0,0.0,0.0026246719160104987,0.0026246719160104987,0.47506561679790027,0.5249343832020997
253,DADE_7541,DADE,7541,NORTH MIAMI BEACH SENIOR HIGH,382,12.0,0.007853403141361256,0.010471204188481676,0.4397905759162304,0.34293193717277487,0.09947643979057591,0.07068062827225131,0.013089005235602094,0.010471204188481676,0.0,0.002617801047120419,0.0,0.0,0.0,0.002617801047120419,0.5602094240837696,0.4397905759162304
254,DADE_7551,DADE,7551,SCHOOL FOR ADVANCED STUDIES HOMESTEAD,57,12.0,0.08771929824561403,0.03508771929824561,0.10526315789473684,0.07017543859649122,0.42105263157894735,0.21052631578947367,0.017543859649122806,0.03508771929824561,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.6491228070175439,0.3508771929824561
255,DADE_7571,DADE,7571,INTERNATIONAL STUDIES PREPARATORY ACADEMY,47,12.0,0.0851063829787234,0.0,0.0,0.0,0.5106382978723404,0.40425531914893614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957446808510638,0.40425531914893614
256,DADE_7581,DADE,7581,I PREPARATORY ACADEMY,46,12.0,0.10869565217391304,0.021739130434782608,0.13043478260869565,0.06521739130434782,0.34782608695652173,0.2608695652173913,0.043478260869565216,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.6304347826086957,0.3695652173913043
257,DADE_7591,DADE,7591,NORTH MIAMI SENIOR HIGH SCHOOL,451,12.0,0.0,0.004434589800443459,0.4523281596452328,0.43237250554323725,0.03991130820399113,0.05321507760532151,0.004434589800443459,0.013303769401330377,0.0,0.0,0.0,0.0,0.0,0.0,0.49667405764966743,0.5033259423503326
258,DADE_7601,DADE,7601,WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL,340,12.0,0.0029411764705882353,0.0029411764705882353,0.5088235294117647,0.3088235294117647,0.10588235294117647,0.061764705882352944,0.0029411764705882353,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.6205882352941177,0.37941176470588234
260,DADE_7701,DADE,7701,SOUTH DADE SENIOR HIGH SCHOOL,570,12.0,0.07719298245614035,0.08421052631578947,0.09649122807017543,0.11052631578947368,0.28421052631578947,0.3368421052631579,0.0035087719298245615,0.0017543859649122807,0.0,0.0,0.0035087719298245615,0.0017543859649122807,0.0,0.0,0.4649122807017544,0.5350877192982456
261,DADE_7721,DADE,7721,SOUTH MIAMI SENIOR HIGH SCHOOL,446,12.0,0.02466367713004484,0.04035874439461883,0.011210762331838564,0.02914798206278027,0.4663677130044843,0.42152466367713004,0.002242152466367713,0.002242152466367713,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.5067264573991032,0.49327354260089684
263,DADE_7731,DADE,7731,MIAMI SOUTHRIDGE SENIOR HIGH,372,12.0,0.02956989247311828,0.043010752688172046,0.17204301075268819,0.20430107526881722,0.27956989247311825,0.23655913978494625,0.016129032258064516,0.002688172043010753,0.0,0.0,0.008064516129032258,0.002688172043010753,0.002688172043010753,0.002688172043010753,0.5080645161290323,0.49193548387096775
265,DADE_7741,DADE,7741,SOUTHWEST MIAMI SENIOR HIGH,672,12.0,0.03125,0.03273809523809524,0.001488095238095238,0.005952380952380952,0.4806547619047619,0.43601190476190477,0.001488095238095238,0.005952380952380952,0.0,0.0,0.0,0.001488095238095238,0.001488095238095238,0.001488095238095238,0.5163690476190477,0.4836309523809524
266,DADE_7751,DADE,7751,BARBARA GOLEMAN SENIOR HIGH,422,12.0,0.037914691943127965,0.04976303317535545,0.026066350710900472,0.054502369668246446,0.4075829383886256,0.41232227488151657,0.002369668246445498,0.009478672985781991,0.0,0.0,0.0,0.0,0.0,0.0,0.47393364928909953,0.5260663507109005
268,DADE_7781,DADE,7781,FELIX VARELA SENIOR HIGH SCHOOL,665,12.0,0.04360902255639098,0.055639097744360905,0.016541353383458645,0.021052631578947368,0.4616541353383459,0.38345864661654133,0.004511278195488722,0.009022556390977444,0.0,0.0,0.0015037593984962407,0.0,0.0015037593984962407,0.0015037593984962407,0.5293233082706766,0.4706766917293233
269,DADE_7791,DADE,7791,BOOKER T. WASHINGTON SENIOR HIGH,149,12.0,0.006711409395973154,0.020134228187919462,0.31543624161073824,0.3087248322147651,0.16778523489932887,0.174496644295302,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4966442953020134,0.5033557046979866
279,DADE_7901,DADE,7901,NEW WORLD SCHOOL OF THE ARTS,106,12.0,0.16981132075471697,0.05660377358490566,0.12264150943396226,0.018867924528301886,0.3867924528301887,0.20754716981132076,0.009433962264150943,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.6886792452830188,0.3113207547169811
281,DADE_8019,DADE,8019,ACADEMY FOR COMMUNITY EDUCATION (ACE),15,12.0,0.0,0.0,0.26666666666666666,0.6,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
286,DESOTO_31,DESOTO,31,DESOTO COUNTY HIGH SCHOOL,176,12.0,0.2215909090909091,0.18181818181818182,0.08522727272727272,0.045454545454545456,0.2159090909090909,0.2159090909090909,0.0,0.005681818181818182,0.0,0.0,0.005681818181818182,0.0,0.005681818181818182,0.017045454545454544,0.5340909090909091,0.4659090909090909
290,DIXIE_21,DIXIE,21,DIXIE COUNTY HIGH SCHOOL,90,12.0,0.43333333333333335,0.4222222222222222,0.011111111111111112,0.044444444444444446,0.05555555555555555,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.5111111111111111,0.4888888888888889
291,DUVAL_112,DUVAL,112,SCHOOL FOR THE FUTURE,74,12.0,0.05405405405405406,0.10810810810810811,0.33783783783783783,0.4189189189189189,0.013513513513513514,0.02702702702702703,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.013513513513513514,0.013513513513513514,0.4189189189189189,0.581081081081081
292,DUVAL_331,DUVAL,331,ROBERT E. LEE HIGH SCHOOL,365,12.0,0.09315068493150686,0.12602739726027398,0.3561643835616438,0.273972602739726,0.021917808219178082,0.0410958904109589,0.03561643835616438,0.021917808219178082,0.0,0.0,0.0,0.0027397260273972603,0.01643835616438356,0.010958904109589041,0.5232876712328767,0.4767123287671233
293,DUVAL_351,DUVAL,351,ANDREW JACKSON HIGH SCHOOL,113,12.0,0.04424778761061947,0.035398230088495575,0.49557522123893805,0.415929203539823,0.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5398230088495575,0.46017699115044247
294,DUVAL_381,DUVAL,381,BALDWIN MIDDLE-SENIOR HIGH SCHOOL,118,12.0,0.3728813559322034,0.4322033898305085,0.0847457627118644,0.05084745762711865,0.00847457627118644,0.025423728813559324,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.00847457627118644,0.00847457627118644,0.4745762711864407,0.5254237288135594
298,DUVAL_471,DUVAL,471,LONE STAR HIGH SCHOOL,69,12.0,0.10144927536231885,0.2028985507246377,0.15942028985507245,0.3333333333333333,0.043478260869565216,0.057971014492753624,0.043478260869565216,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.34782608695652173,0.6521739130434783
299,DUVAL_501,DUVAL,501,CATAPULT ACADEMY,70,12.0,0.12857142857142856,0.22857142857142856,0.2571428571428571,0.2714285714285714,0.02857142857142857,0.05714285714285714,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.4142857142857143,0.5857142857142857
300,DUVAL_531,DUVAL,531,DUVAL MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES,49,12.0,0.16326530612244897,0.16326530612244897,0.2653061224489796,0.2653061224489796,0.04081632653061224,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.46938775510204084,0.5306122448979592
301,DUVAL_751,DUVAL,751,PAXON SCHOOL/ADVANCED STUDIES,362,12.0,0.21823204419889503,0.16298342541436464,0.20165745856353592,0.16574585635359115,0.04696132596685083,0.024861878453038673,0.06629834254143646,0.0718232044198895,0.0,0.0,0.0,0.0,0.03038674033149171,0.011049723756906077,0.56353591160221,0.43646408839779005
303,DUVAL_861,DUVAL,861,TERRY PARKER HIGH SCHOOL,279,12.0,0.1827956989247312,0.15770609318996415,0.22939068100358423,0.2114695340501792,0.06093189964157706,0.07526881720430108,0.0035842293906810036,0.021505376344086023,0.0,0.0035842293906810036,0.0,0.0035842293906810036,0.025089605734767026,0.025089605734767026,0.5017921146953405,0.4982078853046595
304,DUVAL_901,DUVAL,901,ENGLEWOOD HIGH SCHOOL,268,12.0,0.20149253731343283,0.19776119402985073,0.1865671641791045,0.16044776119402984,0.09328358208955224,0.08955223880597014,0.011194029850746268,0.03731343283582089,0.0,0.0,0.0,0.0037313432835820895,0.007462686567164179,0.011194029850746268,0.5,0.5
305,DUVAL_961,DUVAL,961,JEAN RIBAULT HIGH SCHOOL,187,12.0,0.0,0.0106951871657754,0.5508021390374331,0.40641711229946526,0.0053475935828877,0.016042780748663103,0.0,0.0,0.0,0.0,0.0,0.0,0.0053475935828877,0.0053475935828877,0.5614973262032086,0.4385026737967914
306,DUVAL_1073,DUVAL,1073,DOUGLAS ANDERSON SCHOOL OF THE ARTS,275,12.0,0.4,0.1781818181818182,0.15272727272727274,0.08363636363636363,0.05818181818181818,0.025454545454545455,0.02909090909090909,0.02909090909090909,0.0,0.0,0.0,0.0,0.03636363636363636,0.007272727272727273,0.6763636363636364,0.3236363636363636
308,DUVAL_1181,DUVAL,1181,"SCHOOL FOR ACCELERATED LEARNING AND TECHNOLOGIES, INC",31,12.0,0.12903225806451613,0.06451612903225806,0.3870967741935484,0.3225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,0.45161290322580644
309,DUVAL_1201,DUVAL,1201,RIVER CITY SCIENCE ACADEMY,75,12.0,0.26666666666666666,0.4266666666666667,0.05333333333333334,0.16,0.0,0.06666666666666667,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.3333333333333333,0.6666666666666666
310,DUVAL_1311,DUVAL,1311,DUVAL CHARTER HIGH SCHOOL AT BAYMEADOWS,57,12.0,0.2631578947368421,0.2631578947368421,0.07017543859649122,0.24561403508771928,0.03508771929824561,0.07017543859649122,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.38596491228070173,0.6140350877192983
312,DUVAL_1341,DUVAL,1341,MURRAY HILL HIGH SCHOOL,52,12.0,0.11538461538461539,0.1346153846153846,0.3076923076923077,0.3076923076923077,0.038461538461538464,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.4807692307692308,0.5192307692307693
313,DUVAL_1451,DUVAL,1451,DARNELL COOKMAN MIDDLE/HIGH SCHOOL,79,12.0,0.22784810126582278,0.06329113924050633,0.31645569620253167,0.11392405063291139,0.0379746835443038,0.02531645569620253,0.0379746835443038,0.12658227848101267,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.6708860759493671,0.3291139240506329
315,DUVAL_1531,DUVAL,1531,STANTON COLLEGE PREPARATORY,319,12.0,0.2413793103448276,0.20376175548589343,0.16614420062695925,0.05329153605015674,0.03761755485893417,0.025078369905956112,0.09090909090909091,0.15047021943573669,0.0,0.0,0.0,0.003134796238244514,0.018808777429467086,0.009404388714733543,0.554858934169279,0.445141065830721
316,DUVAL_1651,DUVAL,1651,WILLIAM M. RAINES HIGH SCHOOL,216,12.0,0.004629629629629629,0.004629629629629629,0.5231481481481481,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.5277777777777778,0.4722222222222222
317,DUVAL_1761,DUVAL,1761,PRETRIAL DETENTION FACILITY,19,12.0,0.0,0.21052631578947367,0.05263157894736842,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.9473684210526315
320,DUVAL_2231,DUVAL,2231,DUNCAN U. FLETCHER HIGH SCHOOL,460,12.0,0.4,0.35,0.06739130434782609,0.06304347826086956,0.03695652173913044,0.034782608695652174,0.010869565217391304,0.004347826086956522,0.004347826086956522,0.0,0.0,0.0,0.010869565217391304,0.017391304347826087,0.5304347826086957,0.46956521739130436
321,DUVAL_2241,DUVAL,2241,SAMUEL W. WOLFSON HIGH SCHOOL,264,12.0,0.11742424242424243,0.1590909090909091,0.3371212121212121,0.2689393939393939,0.041666666666666664,0.03409090909090909,0.011363636363636364,0.015151515151515152,0.003787878787878788,0.0,0.0,0.0,0.011363636363636364,0.0,0.5227272727272727,0.4772727272727273
322,DUVAL_2371,DUVAL,2371,SANDALWOOD HIGH SCHOOL,635,12.0,0.215748031496063,0.2409448818897638,0.12598425196850394,0.11181102362204724,0.06614173228346457,0.06299212598425197,0.05826771653543307,0.048818897637795275,0.0,0.0015748031496062992,0.0031496062992125984,0.0015748031496062992,0.03307086614173228,0.029921259842519685,0.5023622047244094,0.49763779527559054
323,DUVAL_2411,DUVAL,2411,WESTSIDE HIGH SCHOOL,236,12.0,0.09745762711864407,0.11440677966101695,0.3601694915254237,0.3008474576271186,0.029661016949152543,0.038135593220338986,0.00847457627118644,0.01694915254237288,0.0,0.0,0.00423728813559322,0.0,0.0211864406779661,0.00847457627118644,0.5211864406779662,0.4788135593220339
324,DUVAL_2481,DUVAL,2481,EDWARD H. WHITE HIGH SCHOOL,265,12.0,0.16981132075471697,0.11320754716981132,0.36981132075471695,0.25660377358490566,0.03018867924528302,0.007547169811320755,0.018867924528301886,0.011320754716981131,0.0,0.0,0.0,0.0037735849056603774,0.0037735849056603774,0.01509433962264151,0.5924528301886792,0.4075471698113208
325,DUVAL_2601,DUVAL,2601,MANDARIN HIGH SCHOOL,632,12.0,0.3623417721518987,0.31645569620253167,0.09651898734177215,0.06487341772151899,0.05221518987341772,0.03322784810126582,0.028481012658227847,0.02531645569620253,0.0,0.0,0.0,0.0031645569620253164,0.012658227848101266,0.004746835443037975,0.5522151898734177,0.4477848101265823
326,DUVAL_2651,DUVAL,2651,FIRST COAST HIGH SCHOOL,411,12.0,0.13381995133819952,0.17518248175182483,0.2846715328467153,0.2725060827250608,0.029197080291970802,0.0267639902676399,0.019464720194647202,0.021897810218978103,0.0,0.0024330900243309003,0.0,0.0,0.012165450121654502,0.021897810218978103,0.4793187347931874,0.5206812652068127
327,DUVAL_2681,DUVAL,2681,ATLANTIC COAST HIGH SCHOOL,465,12.0,0.24946236559139784,0.22365591397849463,0.13333333333333333,0.14193548387096774,0.06666666666666667,0.03655913978494624,0.04086021505376344,0.05161290322580645,0.002150537634408602,0.0,0.0,0.002150537634408602,0.03225806451612903,0.01935483870967742,0.524731182795699,0.4752688172043011
328,DUVAL_2801,DUVAL,2801,FRANK H. PETERSON ACADEMIES,214,12.0,0.1261682242990654,0.205607476635514,0.2570093457943925,0.14953271028037382,0.0794392523364486,0.07476635514018691,0.018691588785046728,0.028037383177570093,0.0,0.0,0.0,0.0,0.04205607476635514,0.018691588785046728,0.5233644859813084,0.4766355140186916
329,DUVAL_2851,DUVAL,2851,A. PHILIP RANDOLPH ACADEMIES,84,12.0,0.023809523809523808,0.023809523809523808,0.5595238095238095,0.30952380952380953,0.05952380952380952,0.011904761904761904,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715
330,DUVAL_5421,DUVAL,5421,BISCAYNE HIGH SCHOOL,27,12.0,0.1111111111111111,0.07407407407407407,0.3333333333333333,0.4074074074074074,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.4444444444444444,0.5555555555555556
332,DUVAL_7023,DUVAL,7023,DUVAL VIRTUAL INSTRUCTION ACADEMY,28,12.0,0.25,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.5,0.5
335,ESCAMBIA_281,ESCAMBIA,281,ESCAMBIA HIGH SCHOOL,271,12.0,0.23616236162361623,0.33210332103321033,0.1070110701107011,0.12915129151291513,0.03690036900369004,0.025830258302583026,0.01845018450184502,0.007380073800738007,0.0036900369003690036,0.0,0.01107011070110701,0.0036900369003690036,0.04797047970479705,0.04059040590405904,0.4612546125461255,0.5387453874538746
337,ESCAMBIA_411,ESCAMBIA,411,PENSACOLA HIGH SCHOOL,249,12.0,0.21686746987951808,0.15261044176706828,0.21285140562248997,0.20080321285140562,0.024096385542168676,0.0321285140562249,0.07630522088353414,0.040160642570281124,0.0,0.0,0.004016064257028112,0.0,0.0321285140562249,0.008032128514056224,0.5662650602409639,0.43373493975903615
339,ESCAMBIA_521,ESCAMBIA,521,J. M. TATE SENIOR HIGH SCHOOL,363,12.0,0.38292011019283745,0.3856749311294766,0.07988980716253444,0.046831955922865015,0.01928374655647383,0.005509641873278237,0.005509641873278237,0.011019283746556474,0.0027548209366391185,0.0,0.011019283746556474,0.005509641873278237,0.024793388429752067,0.01928374655647383,0.5261707988980716,0.4738292011019284
341,ESCAMBIA_862,ESCAMBIA,862,PINE FOREST HIGH SCHOOL,281,12.0,0.19572953736654805,0.15658362989323843,0.2775800711743772,0.19217081850533807,0.028469750889679714,0.021352313167259787,0.014234875444839857,0.021352313167259787,0.0035587188612099642,0.0,0.010676156583629894,0.010676156583629894,0.03914590747330961,0.028469750889679714,0.5693950177935944,0.4306049822064057
